Index,Variable
1897,getCellFeretDiam
1907,getCellFeretDiam
1919,getCellFeretDiam
1924,getCellFeretDiam
1946,getCellFeretDiam
2020,getCellFeretDiam
2054,getCellFeretDiam
2058,getCellFeretDiam
2064,getCellFeretDiam
2082,getCellFeretDiam
2093,getCellFeretDiam
2163,getCellFeretDiam
2181,getCellFeretDiam
2184,getCellFeretDiam
2185,getCellFeretDiam
2188,getCellFeretDiam
2253,getCellFeretDiam
2263,getCellFeretDiam
2271,getCellFeretDiam
2280,getCellFeretDiam
2295,getCellFeretDiam
2304,getCellFeretDiam
2369,getCellFeretDiam
2405,getCellFeretDiam
2413,getCellFeretDiam
3,getCellMaxR
82,getCellMaxR
86,getCellMaxR
94,getCellMaxR
95,getCellMaxR
102,getCellMaxR
105,getCellMaxR
119,getCellMaxR
139,getCellMaxR
146,getCellMaxR
189,getCellMaxR
190,getCellMaxR
193,getCellMaxR
194,getCellMaxR
203,getCellMaxR
253,getCellMaxR
271,getCellMaxR
272,getCellMaxR
296,getCellMaxR
298,getCellMaxR
320,getCellMaxR
321,getCellMaxR
325,getCellMaxR
339,getCellMaxR
345,getCellMaxR
356,getCellMaxR
366,getCellMaxR
427,getCellMaxR
450,getCellMaxR
454,getCellMaxR
460,getCellMaxR
462,getCellMaxR
465,getCellMaxR
470,getCellMaxR
481,getCellMaxR
485,getCellMaxR
486,getCellMaxR
487,getCellMaxR
505,getCellMaxR
513,getCellMaxR
514,getCellMaxR
517,getCellMaxR
522,getCellMaxR
527,getCellMaxR
532,getCellMaxR
563,getCellMaxR
583,getCellMaxR
587,getCellMaxR
599,getCellMaxR
614,getCellMaxR
616,getCellMaxR
629,getCellMaxR
646,getCellMaxR
651,getCellMaxR
671,getCellMaxR
677,getCellMaxR
683,getCellMaxR
684,getCellMaxR
687,getCellMaxR
696,getCellMaxR
699,getCellMaxR
700,getCellMaxR
705,getCellMaxR
706,getCellMaxR
714,getCellMaxR
742,getCellMaxR
746,getCellMaxR
751,getCellMaxR
755,getCellMaxR
756,getCellMaxR
760,getCellMaxR
761,getCellMaxR
766,getCellMaxR
773,getCellMaxR
780,getCellMaxR
959,getCellMaxR
969,getCellMaxR
971,getCellMaxR
974,getCellMaxR
979,getCellMaxR
981,getCellMaxR
985,getCellMaxR
987,getCellMaxR
993,getCellMaxR
996,getCellMaxR
998,getCellMaxR
1008,getCellMaxR
1010,getCellMaxR
1015,getCellMaxR
1018,getCellMaxR
1026,getCellMaxR
1027,getCellMaxR
1028,getCellMaxR
1045,getCellMaxR
1046,getCellMaxR
1047,getCellMaxR
1052,getCellMaxR
1054,getCellMaxR
1057,getCellMaxR
1059,getCellMaxR
1073,getCellMaxR
1076,getCellMaxR
1079,getCellMaxR
1083,getCellMaxR
1084,getCellMaxR
1108,getCellMaxR
1114,getCellMaxR
1117,getCellMaxR
1146,getCellMaxR
1147,getCellMaxR
1173,getCellMaxR
1265,getCellMaxR
1281,getCellMaxR
1293,getCellMaxR
1437,getCellMaxR
1438,getCellMaxR
1454,getCellMaxR
1519,getCellMaxR
1545,getCellMaxR
1546,getCellMaxR
1554,getCellMaxR
1580,getCellMaxR
1585,getCellMaxR
1586,getCellMaxR
1608,getCellMaxR
1615,getCellMaxR
1665,getCellMaxR
1672,getCellMaxR
1691,getCellMaxR
1692,getCellMaxR
1703,getCellMaxR
1706,getCellMaxR
1721,getCellMaxR
1727,getCellMaxR
1735,getCellMaxR
1746,getCellMaxR
1751,getCellMaxR
1808,getCellMaxR
1817,getCellMaxR
1819,getCellMaxR
1826,getCellMaxR
1838,getCellMaxR
1854,getCellMaxR
1863,getCellMaxR
1931,getCellMaxR
1933,getCellMaxR
1935,getCellMaxR
1940,getCellMaxR
1950,getCellMaxR
2044,getCellMaxR
2045,getCellMaxR
2046,getCellMaxR
2049,getCellMaxR
2052,getCellMaxR
2061,getCellMaxR
2150,getCellMaxR
2165,getCellMaxR
2185,getCellMaxR
2263,getCellMaxR
2308,getCellMaxR
2309,getCellMaxR
2397,getCellMaxR
2406,getCellMaxR
2412,getCellMaxR
0,getCellMinR
6,getCellMinR
79,getCellMinR
80,getCellMinR
81,getCellMinR
83,getCellMinR
87,getCellMinR
91,getCellMinR
103,getCellMinR
107,getCellMinR
174,getCellMinR
175,getCellMinR
177,getCellMinR
178,getCellMinR
179,getCellMinR
180,getCellMinR
182,getCellMinR
183,getCellMinR
184,getCellMinR
265,getCellMinR
279,getCellMinR
285,getCellMinR
287,getCellMinR
288,getCellMinR
291,getCellMinR
292,getCellMinR
299,getCellMinR
331,getCellMinR
373,getCellMinR
420,getCellMinR
421,getCellMinR
423,getCellMinR
424,getCellMinR
425,getCellMinR
428,getCellMinR
432,getCellMinR
433,getCellMinR
458,getCellMinR
512,getCellMinR
521,getCellMinR
554,getCellMinR
556,getCellMinR
557,getCellMinR
559,getCellMinR
560,getCellMinR
564,getCellMinR
566,getCellMinR
570,getCellMinR
573,getCellMinR
585,getCellMinR
599,getCellMinR
615,getCellMinR
633,getCellMinR
665,getCellMinR
666,getCellMinR
667,getCellMinR
669,getCellMinR
670,getCellMinR
673,getCellMinR
678,getCellMinR
679,getCellMinR
680,getCellMinR
699,getCellMinR
764,getCellMinR
768,getCellMinR
769,getCellMinR
770,getCellMinR
772,getCellMinR
784,getCellMinR
787,getCellMinR
926,getCellMinR
927,getCellMinR
928,getCellMinR
933,getCellMinR
946,getCellMinR
953,getCellMinR
1022,getCellMinR
1032,getCellMinR
1034,getCellMinR
1035,getCellMinR
1037,getCellMinR
1038,getCellMinR
1040,getCellMinR
1042,getCellMinR
1043,getCellMinR
1044,getCellMinR
1059,getCellMinR
1064,getCellMinR
1065,getCellMinR
1066,getCellMinR
1075,getCellMinR
1144,getCellMinR
1157,getCellMinR
1159,getCellMinR
1163,getCellMinR
1164,getCellMinR
1167,getCellMinR
1188,getCellMinR
1207,getCellMinR
1302,getCellMinR
1305,getCellMinR
1312,getCellMinR
1341,getCellMinR
1392,getCellMinR
1431,getCellMinR
1432,getCellMinR
1435,getCellMinR
1440,getCellMinR
1455,getCellMinR
1473,getCellMinR
1556,getCellMinR
1570,getCellMinR
1571,getCellMinR
1574,getCellMinR
1585,getCellMinR
1679,getCellMinR
1680,getCellMinR
1681,getCellMinR
1682,getCellMinR
1755,getCellMinR
1803,getCellMinR
1807,getCellMinR
1809,getCellMinR
1815,getCellMinR
1837,getCellMinR
1846,getCellMinR
1884,getCellMinR
1916,getCellMinR
1917,getCellMinR
1924,getCellMinR
1949,getCellMinR
2025,getCellMinR
2092,getCellMinR
2152,getCellMinR
2158,getCellMinR
2175,getCellMinR
2183,getCellMinR
2195,getCellMinR
2285,getCellMinR
2286,getCellMinR
2368,getCellMinR
2392,getCellMinR
0,getCellPerim
1,getCellPerim
4,getCellPerim
13,getCellPerim
14,getCellPerim
16,getCellPerim
17,getCellPerim
18,getCellPerim
21,getCellPerim
22,getCellPerim
36,getCellPerim
39,getCellPerim
40,getCellPerim
50,getCellPerim
54,getCellPerim
55,getCellPerim
61,getCellPerim
69,getCellPerim
72,getCellPerim
100,getCellPerim
101,getCellPerim
106,getCellPerim
110,getCellPerim
133,getCellPerim
135,getCellPerim
144,getCellPerim
189,getCellPerim
263,getCellPerim
321,getCellPerim
328,getCellPerim
339,getCellPerim
396,getCellPerim
402,getCellPerim
427,getCellPerim
430,getCellPerim
459,getCellPerim
460,getCellPerim
479,getCellPerim
483,getCellPerim
485,getCellPerim
491,getCellPerim
492,getCellPerim
496,getCellPerim
506,getCellPerim
522,getCellPerim
583,getCellPerim
591,getCellPerim
607,getCellPerim
634,getCellPerim
684,getCellPerim
696,getCellPerim
738,getCellPerim
766,getCellPerim
786,getCellPerim
818,getCellPerim
825,getCellPerim
860,getCellPerim
861,getCellPerim
893,getCellPerim
899,getCellPerim
924,getCellPerim
926,getCellPerim
942,getCellPerim
952,getCellPerim
953,getCellPerim
1030,getCellPerim
1071,getCellPerim
1072,getCellPerim
1079,getCellPerim
1083,getCellPerim
1084,getCellPerim
1101,getCellPerim
1108,getCellPerim
1114,getCellPerim
1120,getCellPerim
1121,getCellPerim
1128,getCellPerim
1142,getCellPerim
1161,getCellPerim
1165,getCellPerim
1189,getCellPerim
1214,getCellPerim
1220,getCellPerim
1306,getCellPerim
1320,getCellPerim
1322,getCellPerim
1437,getCellPerim
1442,getCellPerim
1475,getCellPerim
1510,getCellPerim
1526,getCellPerim
1547,getCellPerim
1561,getCellPerim
1571,getCellPerim
1577,getCellPerim
1580,getCellPerim
1585,getCellPerim
1598,getCellPerim
1602,getCellPerim
1616,getCellPerim
1619,getCellPerim
1627,getCellPerim
1628,getCellPerim
1642,getCellPerim
1646,getCellPerim
1661,getCellPerim
1683,getCellPerim
1685,getCellPerim
1694,getCellPerim
1711,getCellPerim
1762,getCellPerim
1788,getCellPerim
1791,getCellPerim
1802,getCellPerim
1808,getCellPerim
1829,getCellPerim
1848,getCellPerim
1853,getCellPerim
1862,getCellPerim
1866,getCellPerim
1894,getCellPerim
1896,getCellPerim
1907,getCellPerim
1919,getCellPerim
1924,getCellPerim
1934,getCellPerim
1938,getCellPerim
1946,getCellPerim
2020,getCellPerim
2023,getCellPerim
2044,getCellPerim
2052,getCellPerim
2054,getCellPerim
2058,getCellPerim
2064,getCellPerim
2076,getCellPerim
2082,getCellPerim
2093,getCellPerim
2102,getCellPerim
2163,getCellPerim
2174,getCellPerim
2181,getCellPerim
2184,getCellPerim
2185,getCellPerim
2188,getCellPerim
2233,getCellPerim
2263,getCellPerim
2269,getCellPerim
2271,getCellPerim
2295,getCellPerim
2298,getCellPerim
2304,getCellPerim
2335,getCellPerim
2369,getCellPerim
2405,getCellPerim
2413,getCellPerim
0,getCellRoundness
1,getCellRoundness
11,getCellRoundness
14,getCellRoundness
15,getCellRoundness
18,getCellRoundness
21,getCellRoundness
30,getCellRoundness
55,getCellRoundness
56,getCellRoundness
60,getCellRoundness
103,getCellRoundness
110,getCellRoundness
114,getCellRoundness
144,getCellRoundness
189,getCellRoundness
214,getCellRoundness
263,getCellRoundness
280,getCellRoundness
297,getCellRoundness
300,getCellRoundness
315,getCellRoundness
320,getCellRoundness
322,getCellRoundness
328,getCellRoundness
339,getCellRoundness
369,getCellRoundness
373,getCellRoundness
381,getCellRoundness
388,getCellRoundness
410,getCellRoundness
418,getCellRoundness
430,getCellRoundness
455,getCellRoundness
459,getCellRoundness
477,getCellRoundness
501,getCellRoundness
506,getCellRoundness
511,getCellRoundness
519,getCellRoundness
523,getCellRoundness
524,getCellRoundness
573,getCellRoundness
576,getCellRoundness
622,getCellRoundness
650,getCellRoundness
660,getCellRoundness
724,getCellRoundness
744,getCellRoundness
793,getCellRoundness
816,getCellRoundness
821,getCellRoundness
822,getCellRoundness
848,getCellRoundness
852,getCellRoundness
863,getCellRoundness
881,getCellRoundness
939,getCellRoundness
940,getCellRoundness
944,getCellRoundness
947,getCellRoundness
975,getCellRoundness
1030,getCellRoundness
1050,getCellRoundness
1114,getCellRoundness
1120,getCellRoundness
1135,getCellRoundness
1141,getCellRoundness
1151,getCellRoundness
1170,getCellRoundness
1177,getCellRoundness
1179,getCellRoundness
1183,getCellRoundness
1207,getCellRoundness
1214,getCellRoundness
1306,getCellRoundness
1315,getCellRoundness
1344,getCellRoundness
1441,getCellRoundness
1561,getCellRoundness
1567,getCellRoundness
1577,getCellRoundness
1598,getCellRoundness
1606,getCellRoundness
1619,getCellRoundness
1626,getCellRoundness
1646,getCellRoundness
1689,getCellRoundness
1709,getCellRoundness
1784,getCellRoundness
1788,getCellRoundness
1791,getCellRoundness
1797,getCellRoundness
1799,getCellRoundness
1801,getCellRoundness
1830,getCellRoundness
1862,getCellRoundness
1882,getCellRoundness
2046,getCellRoundness
2054,getCellRoundness
2082,getCellRoundness
2095,getCellRoundness
2102,getCellRoundness
2165,getCellRoundness
2174,getCellRoundness
2194,getCellRoundness
2282,getCellRoundness
2369,getCellRoundness
2389,getCellRoundness
2400,getCellRoundness
0,getCellSolidity
4,getCellSolidity
14,getCellSolidity
17,getCellSolidity
21,getCellSolidity
22,getCellSolidity
26,getCellSolidity
36,getCellSolidity
50,getCellSolidity
54,getCellSolidity
55,getCellSolidity
60,getCellSolidity
92,getCellSolidity
110,getCellSolidity
113,getCellSolidity
114,getCellSolidity
140,getCellSolidity
189,getCellSolidity
196,getCellSolidity
204,getCellSolidity
211,getCellSolidity
214,getCellSolidity
218,getCellSolidity
220,getCellSolidity
263,getCellSolidity
289,getCellSolidity
300,getCellSolidity
315,getCellSolidity
320,getCellSolidity
321,getCellSolidity
339,getCellSolidity
354,getCellSolidity
373,getCellSolidity
376,getCellSolidity
378,getCellSolidity
381,getCellSolidity
388,getCellSolidity
405,getCellSolidity
410,getCellSolidity
418,getCellSolidity
430,getCellSolidity
433,getCellSolidity
436,getCellSolidity
438,getCellSolidity
455,getCellSolidity
477,getCellSolidity
483,getCellSolidity
491,getCellSolidity
500,getCellSolidity
503,getCellSolidity
506,getCellSolidity
511,getCellSolidity
519,getCellSolidity
523,getCellSolidity
524,getCellSolidity
531,getCellSolidity
535,getCellSolidity
547,getCellSolidity
568,getCellSolidity
576,getCellSolidity
588,getCellSolidity
590,getCellSolidity
600,getCellSolidity
622,getCellSolidity
633,getCellSolidity
638,getCellSolidity
682,getCellSolidity
684,getCellSolidity
699,getCellSolidity
724,getCellSolidity
738,getCellSolidity
744,getCellSolidity
748,getCellSolidity
761,getCellSolidity
793,getCellSolidity
816,getCellSolidity
821,getCellSolidity
822,getCellSolidity
834,getCellSolidity
837,getCellSolidity
848,getCellSolidity
852,getCellSolidity
858,getCellSolidity
862,getCellSolidity
863,getCellSolidity
867,getCellSolidity
877,getCellSolidity
881,getCellSolidity
883,getCellSolidity
884,getCellSolidity
917,getCellSolidity
938,getCellSolidity
939,getCellSolidity
940,getCellSolidity
944,getCellSolidity
945,getCellSolidity
947,getCellSolidity
950,getCellSolidity
955,getCellSolidity
967,getCellSolidity
975,getCellSolidity
1007,getCellSolidity
1012,getCellSolidity
1021,getCellSolidity
1050,getCellSolidity
1051,getCellSolidity
1058,getCellSolidity
1059,getCellSolidity
1076,getCellSolidity
1096,getCellSolidity
1113,getCellSolidity
1121,getCellSolidity
1132,getCellSolidity
1143,getCellSolidity
1151,getCellSolidity
1168,getCellSolidity
1170,getCellSolidity
1177,getCellSolidity
1179,getCellSolidity
1183,getCellSolidity
1214,getCellSolidity
1222,getCellSolidity
1238,getCellSolidity
1242,getCellSolidity
1243,getCellSolidity
1257,getCellSolidity
1271,getCellSolidity
1295,getCellSolidity
1315,getCellSolidity
1341,getCellSolidity
1376,getCellSolidity
1385,getCellSolidity
1402,getCellSolidity
1403,getCellSolidity
1441,getCellSolidity
1442,getCellSolidity
1453,getCellSolidity
1475,getCellSolidity
1478,getCellSolidity
1520,getCellSolidity
1526,getCellSolidity
1530,getCellSolidity
1543,getCellSolidity
1550,getCellSolidity
1561,getCellSolidity
1573,getCellSolidity
1577,getCellSolidity
1585,getCellSolidity
1591,getCellSolidity
1617,getCellSolidity
1619,getCellSolidity
1626,getCellSolidity
1632,getCellSolidity
1646,getCellSolidity
1709,getCellSolidity
1715,getCellSolidity
1737,getCellSolidity
1748,getCellSolidity
1784,getCellSolidity
1786,getCellSolidity
1791,getCellSolidity
1797,getCellSolidity
1811,getCellSolidity
1823,getCellSolidity
1825,getCellSolidity
1831,getCellSolidity
1857,getCellSolidity
1869,getCellSolidity
1874,getCellSolidity
1882,getCellSolidity
1894,getCellSolidity
1909,getCellSolidity
1933,getCellSolidity
2021,getCellSolidity
2036,getCellSolidity
2046,getCellSolidity
2054,getCellSolidity
2065,getCellSolidity
2082,getCellSolidity
2083,getCellSolidity
2091,getCellSolidity
2095,getCellSolidity
2099,getCellSolidity
2100,getCellSolidity
2118,getCellSolidity
2137,getCellSolidity
2165,getCellSolidity
2189,getCellSolidity
2194,getCellSolidity
2203,getCellSolidity
2216,getCellSolidity
2218,getCellSolidity
2224,getCellSolidity
2232,getCellSolidity
2234,getCellSolidity
2244,getCellSolidity
2252,getCellSolidity
2269,getCellSolidity
2270,getCellSolidity
2274,getCellSolidity
2369,getCellSolidity
2378,getCellSolidity
2383,getCellSolidity
2412,getCellSolidity
41,getEdgeFluxR
137,getEdgeFluxR
328,getEdgeFluxR
373,getEdgeFluxR
420,getEdgeFluxR
526,getEdgeFluxR
573,getEdgeFluxR
591,getEdgeFluxR
615,getEdgeFluxR
701,getEdgeFluxR
788,getEdgeFluxR
812,getEdgeFluxR
854,getEdgeFluxR
873,getEdgeFluxR
914,getEdgeFluxR
925,getEdgeFluxR
935,getEdgeFluxR
937,getEdgeFluxR
942,getEdgeFluxR
944,getEdgeFluxR
960,getEdgeFluxR
1144,getEdgeFluxR
1165,getEdgeFluxR
1175,getEdgeFluxR
1181,getEdgeFluxR
1199,getEdgeFluxR
1210,getEdgeFluxR
1215,getEdgeFluxR
1223,getEdgeFluxR
1228,getEdgeFluxR
1237,getEdgeFluxR
1247,getEdgeFluxR
1253,getEdgeFluxR
1255,getEdgeFluxR
1260,getEdgeFluxR
1273,getEdgeFluxR
1285,getEdgeFluxR
1287,getEdgeFluxR
1288,getEdgeFluxR
1293,getEdgeFluxR
1315,getEdgeFluxR
1362,getEdgeFluxR
1376,getEdgeFluxR
1382,getEdgeFluxR
1392,getEdgeFluxR
1395,getEdgeFluxR
1403,getEdgeFluxR
1409,getEdgeFluxR
1426,getEdgeFluxR
1439,getEdgeFluxR
1457,getEdgeFluxR
1462,getEdgeFluxR
1507,getEdgeFluxR
1513,getEdgeFluxR
1520,getEdgeFluxR
1534,getEdgeFluxR
1540,getEdgeFluxR
1556,getEdgeFluxR
1572,getEdgeFluxR
1598,getEdgeFluxR
1638,getEdgeFluxR
1667,getEdgeFluxR
1677,getEdgeFluxR
1713,getEdgeFluxR
1718,getEdgeFluxR
1755,getEdgeFluxR
1756,getEdgeFluxR
1757,getEdgeFluxR
1763,getEdgeFluxR
1764,getEdgeFluxR
1767,getEdgeFluxR
1773,getEdgeFluxR
1776,getEdgeFluxR
1785,getEdgeFluxR
1802,getEdgeFluxR
1805,getEdgeFluxR
1831,getEdgeFluxR
1852,getEdgeFluxR
1854,getEdgeFluxR
1856,getEdgeFluxR
1861,getEdgeFluxR
1883,getEdgeFluxR
1884,getEdgeFluxR
1888,getEdgeFluxR
1902,getEdgeFluxR
1929,getEdgeFluxR
1933,getEdgeFluxR
1935,getEdgeFluxR
1940,getEdgeFluxR
1957,getEdgeFluxR
1965,getEdgeFluxR
1972,getEdgeFluxR
1973,getEdgeFluxR
1977,getEdgeFluxR
1988,getEdgeFluxR
1999,getEdgeFluxR
2002,getEdgeFluxR
2005,getEdgeFluxR
2006,getEdgeFluxR
2009,getEdgeFluxR
2029,getEdgeFluxR
2049,getEdgeFluxR
2065,getEdgeFluxR
2070,getEdgeFluxR
2073,getEdgeFluxR
2081,getEdgeFluxR
2083,getEdgeFluxR
2088,getEdgeFluxR
2092,getEdgeFluxR
2097,getEdgeFluxR
2123,getEdgeFluxR
2126,getEdgeFluxR
2128,getEdgeFluxR
2130,getEdgeFluxR
2136,getEdgeFluxR
2144,getEdgeFluxR
2147,getEdgeFluxR
2148,getEdgeFluxR
2178,getEdgeFluxR
2183,getEdgeFluxR
2195,getEdgeFluxR
2200,getEdgeFluxR
2219,getEdgeFluxR
2235,getEdgeFluxR
2236,getEdgeFluxR
2307,getEdgeFluxR
2323,getEdgeFluxR
2342,getEdgeFluxR
2356,getEdgeFluxR
2376,getEdgeFluxR
2385,getEdgeFluxR
2408,getEdgeFluxR
4,getEnergyB
14,getEnergyB
17,getEnergyB
22,getEnergyB
40,getEnergyB
54,getEnergyB
55,getEnergyB
61,getEnergyB
69,getEnergyB
72,getEnergyB
80,getEnergyB
90,getEnergyB
94,getEnergyB
101,getEnergyB
119,getEnergyB
129,getEnergyB
131,getEnergyB
133,getEnergyB
179,getEnergyB
190,getEnergyB
193,getEnergyB
197,getEnergyB
199,getEnergyB
293,getEnergyB
303,getEnergyB
306,getEnergyB
313,getEnergyB
321,getEnergyB
411,getEnergyB
413,getEnergyB
420,getEnergyB
445,getEnergyB
479,getEnergyB
483,getEnergyB
491,getEnergyB
492,getEnergyB
506,getEnergyB
520,getEnergyB
534,getEnergyB
578,getEnergyB
583,getEnergyB
634,getEnergyB
636,getEnergyB
638,getEnergyB
684,getEnergyB
696,getEnergyB
752,getEnergyB
766,getEnergyB
813,getEnergyB
860,getEnergyB
861,getEnergyB
924,getEnergyB
925,getEnergyB
952,getEnergyB
1048,getEnergyB
1072,getEnergyB
1079,getEnergyB
1108,getEnergyB
1118,getEnergyB
1120,getEnergyB
1128,getEnergyB
1129,getEnergyB
1142,getEnergyB
1158,getEnergyB
1162,getEnergyB
1183,getEnergyB
1209,getEnergyB
1220,getEnergyB
1262,getEnergyB
1308,getEnergyB
1314,getEnergyB
1346,getEnergyB
1356,getEnergyB
1366,getEnergyB
1394,getEnergyB
1402,getEnergyB
1434,getEnergyB
1442,getEnergyB
1455,getEnergyB
1494,getEnergyB
1498,getEnergyB
1510,getEnergyB
1542,getEnergyB
1550,getEnergyB
1576,getEnergyB
1597,getEnergyB
1602,getEnergyB
1608,getEnergyB
1616,getEnergyB
1627,getEnergyB
1628,getEnergyB
1636,getEnergyB
1642,getEnergyB
1654,getEnergyB
1659,getEnergyB
1668,getEnergyB
1682,getEnergyB
1691,getEnergyB
1694,getEnergyB
1710,getEnergyB
1718,getEnergyB
1726,getEnergyB
1736,getEnergyB
1807,getEnergyB
1813,getEnergyB
1820,getEnergyB
1829,getEnergyB
1837,getEnergyB
1853,getEnergyB
1875,getEnergyB
1889,getEnergyB
1890,getEnergyB
1892,getEnergyB
1896,getEnergyB
1907,getEnergyB
1919,getEnergyB
1926,getEnergyB
1931,getEnergyB
1939,getEnergyB
1946,getEnergyB
1953,getEnergyB
1984,getEnergyB
1995,getEnergyB
2020,getEnergyB
2023,getEnergyB
2027,getEnergyB
2033,getEnergyB
2044,getEnergyB
2048,getEnergyB
2054,getEnergyB
2056,getEnergyB
2064,getEnergyB
2082,getEnergyB
2093,getEnergyB
2106,getEnergyB
2152,getEnergyB
2185,getEnergyB
2188,getEnergyB
2191,getEnergyB
2203,getEnergyB
2225,getEnergyB
2233,getEnergyB
2263,getEnergyB
2265,getEnergyB
2272,getEnergyB
2278,getEnergyB
2285,getEnergyB
2303,getEnergyB
2343,getEnergyB
2348,getEnergyB
2369,getEnergyB
2395,getEnergyB
2405,getEnergyB
4,getEnergyR
14,getEnergyR
17,getEnergyR
22,getEnergyR
40,getEnergyR
54,getEnergyR
55,getEnergyR
61,getEnergyR
69,getEnergyR
72,getEnergyR
80,getEnergyR
90,getEnergyR
94,getEnergyR
101,getEnergyR
119,getEnergyR
129,getEnergyR
131,getEnergyR
133,getEnergyR
179,getEnergyR
190,getEnergyR
193,getEnergyR
197,getEnergyR
199,getEnergyR
293,getEnergyR
303,getEnergyR
306,getEnergyR
313,getEnergyR
321,getEnergyR
411,getEnergyR
413,getEnergyR
420,getEnergyR
445,getEnergyR
479,getEnergyR
483,getEnergyR
491,getEnergyR
492,getEnergyR
506,getEnergyR
520,getEnergyR
534,getEnergyR
578,getEnergyR
583,getEnergyR
634,getEnergyR
636,getEnergyR
638,getEnergyR
684,getEnergyR
696,getEnergyR
752,getEnergyR
766,getEnergyR
813,getEnergyR
860,getEnergyR
861,getEnergyR
924,getEnergyR
925,getEnergyR
952,getEnergyR
1048,getEnergyR
1072,getEnergyR
1079,getEnergyR
1108,getEnergyR
1118,getEnergyR
1120,getEnergyR
1128,getEnergyR
1129,getEnergyR
1142,getEnergyR
1158,getEnergyR
1162,getEnergyR
1183,getEnergyR
1209,getEnergyR
1220,getEnergyR
1262,getEnergyR
1308,getEnergyR
1314,getEnergyR
1346,getEnergyR
1356,getEnergyR
1366,getEnergyR
1394,getEnergyR
1402,getEnergyR
1434,getEnergyR
1442,getEnergyR
1455,getEnergyR
1494,getEnergyR
1498,getEnergyR
1510,getEnergyR
1542,getEnergyR
1550,getEnergyR
1576,getEnergyR
1597,getEnergyR
1602,getEnergyR
1608,getEnergyR
1616,getEnergyR
1627,getEnergyR
1628,getEnergyR
1636,getEnergyR
1642,getEnergyR
1654,getEnergyR
1659,getEnergyR
1668,getEnergyR
1682,getEnergyR
1691,getEnergyR
1694,getEnergyR
1710,getEnergyR
1718,getEnergyR
1726,getEnergyR
1736,getEnergyR
1807,getEnergyR
1813,getEnergyR
1820,getEnergyR
1829,getEnergyR
1837,getEnergyR
1853,getEnergyR
1875,getEnergyR
1889,getEnergyR
1890,getEnergyR
1892,getEnergyR
1896,getEnergyR
1907,getEnergyR
1919,getEnergyR
1926,getEnergyR
1931,getEnergyR
1939,getEnergyR
1946,getEnergyR
1953,getEnergyR
1984,getEnergyR
1995,getEnergyR
2020,getEnergyR
2023,getEnergyR
2027,getEnergyR
2033,getEnergyR
2044,getEnergyR
2048,getEnergyR
2054,getEnergyR
2056,getEnergyR
2064,getEnergyR
2082,getEnergyR
2093,getEnergyR
2106,getEnergyR
2152,getEnergyR
2185,getEnergyR
2188,getEnergyR
2191,getEnergyR
2203,getEnergyR
2225,getEnergyR
2233,getEnergyR
2263,getEnergyR
2265,getEnergyR
2272,getEnergyR
2278,getEnergyR
2285,getEnergyR
2303,getEnergyR
2343,getEnergyR
2348,getEnergyR
2369,getEnergyR
2395,getEnergyR
2405,getEnergyR
3,getEntropyB
8,getEntropyB
64,getEntropyB
88,getEntropyB
156,getEntropyB
161,getEntropyB
184,getEntropyB
212,getEntropyB
218,getEntropyB
331,getEntropyB
387,getEntropyB
441,getEntropyB
443,getEntropyB
449,getEntropyB
530,getEntropyB
621,getEntropyB
647,getEntropyB
719,getEntropyB
753,getEntropyB
857,getEntropyB
947,getEntropyB
1074,getEntropyB
1105,getEntropyB
1122,getEntropyB
1123,getEntropyB
1132,getEntropyB
1154,getEntropyB
1162,getEntropyB
1186,getEntropyB
1209,getEntropyB
1220,getEntropyB
1230,getEntropyB
1256,getEntropyB
1273,getEntropyB
1301,getEntropyB
1386,getEntropyB
1392,getEntropyB
1394,getEntropyB
1429,getEntropyB
1455,getEntropyB
1487,getEntropyB
1530,getEntropyB
1535,getEntropyB
1568,getEntropyB
1577,getEntropyB
1583,getEntropyB
1595,getEntropyB
1614,getEntropyB
1616,getEntropyB
1658,getEntropyB
1660,getEntropyB
1662,getEntropyB
1664,getEntropyB
1672,getEntropyB
1678,getEntropyB
1684,getEntropyB
1685,getEntropyB
1752,getEntropyB
1756,getEntropyB
1763,getEntropyB
1803,getEntropyB
1808,getEntropyB
1814,getEntropyB
1878,getEntropyB
1914,getEntropyB
1932,getEntropyB
1941,getEntropyB
2034,getEntropyB
2043,getEntropyB
2050,getEntropyB
2055,getEntropyB
2056,getEntropyB
2115,getEntropyB
2139,getEntropyB
2158,getEntropyB
2166,getEntropyB
2175,getEntropyB
2198,getEntropyB
2244,getEntropyB
2283,getEntropyB
2285,getEntropyB
2287,getEntropyB
2293,getEntropyB
2333,getEntropyB
331,getEntropyR
373,getEntropyR
420,getEntropyR
441,getEntropyR
443,getEntropyR
523,getEntropyR
556,getEntropyR
576,getEntropyR
582,getEntropyR
753,getEntropyR
927,getEntropyR
946,getEntropyR
1044,getEntropyR
1083,getEntropyR
1160,getEntropyR
1163,getEntropyR
1164,getEntropyR
1167,getEntropyR
1170,getEntropyR
1177,getEntropyR
1230,getEntropyR
1237,getEntropyR
1265,getEntropyR
1273,getEntropyR
1293,getEntropyR
1315,getEntropyR
1392,getEntropyR
1471,getEntropyR
1556,getEntropyR
1665,getEntropyR
1684,getEntropyR
1797,getEntropyR
1852,getEntropyR
1884,getEntropyR
1915,getEntropyR
2043,getEntropyR
